planned_stops,planned_miles,planned_cases,planned_weight_lbs,planned_duration_min,is_monday,is_month_end,holiday_week_flag,warehouse_load_delay_min,picker_shortage_flag,load_complexity_score,start_delay_min,driver_tenure_days,driver_route_familiarity,driver_avg_delay_rate,retail_stop_pct,restaurant_stop_pct,weather_severity,traffic_index,cases_per_stop,miles_per_stop,weight_per_case,is_new_driver,high_complexity_route,load_delay_over_30,is_high_traffic,restaurant_heavy,complexity_index,window_pressure_ord,start_delay_bucket,dc_DC_CHICAGO,dc_DC_DALLAS,dc_DC_DENVER,dc_DC_NEWARK,dc_DC_PHOENIX,region_Mountain,region_Northeast,region_Southeast,region_Southwest,route_type_suburban,route_type_urban,vehicle_type_tractor_trailer,vehicle_type_van,day_of_week_Mon,day_of_week_Thu,day_of_week_Tue,day_of_week_Wed,is_delayed
25,29,802,19547,386,0,0,0,13,0,5.6,11,562,1,0.223,0.39,0.14,2,59,32.08,1.16,24.372817955112218,0,0,0,0,0,14.75,0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,0
23,80,1006,28607,401,0,0,0,27,0,5.0,1,279,1,0.137,0.16,0.61,3,63,43.73913043478261,3.4782608695652173,28.43638170974155,0,0,0,0,1,14.49,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
32,59,1148,25177,555,0,0,0,18,0,4.6,35,1731,1,0.021,0.36,0.51,1,87,35.875,1.84375,21.931184668989548,0,1,0,1,1,27.84,0,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,1
31,20,830,21951,499,0,0,0,17,0,5.1,2,544,1,0.01,0.74,0.23,2,68,26.774193548387096,0.6451612903225806,26.44698795180723,0,1,0,0,0,21.08,0,0,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,0
19,135,661,18301,453,0,0,0,43,0,3.4,23,570,1,0.088,0.33,0.43,2,58,34.78947368421053,7.105263157894737,27.686838124054464,0,0,1,0,0,11.02,2,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
30,34,859,28671,472,0,0,0,13,0,3.7,7,416,1,0.217,0.79,0.0,0,85,28.633333333333333,1.1333333333333333,33.37718277066356,0,1,0,1,0,25.5,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
15,138,326,7333,368,0,0,0,12,0,3.4,15,318,0,0.187,0.49,0.2,0,48,21.733333333333334,9.2,22.493865030674847,0,0,0,0,0,7.2,0,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,0
36,20,1148,33975,483,0,0,0,5,0,2.3,6,1527,1,0.028,0.87,0.0,1,71,31.88888888888889,0.5555555555555556,29.59494773519164,0,1,0,1,0,25.56,0,0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,0
26,68,825,17341,461,0,0,0,26,0,5.4,23,540,1,0.163,0.08,0.87,1,60,31.73076923076923,2.6153846153846154,21.01939393939394,0,1,0,0,1,15.6,1,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0
20,86,740,20721,389,0,0,0,35,0,1.0,28,452,0,0.222,0.25,0.55,1,55,37.0,4.3,28.001351351351353,0,0,1,0,1,11.0,2,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,0
22,185,562,15507,565,0,0,0,43,0,6.0,26,596,1,0.203,0.49,0.37,3,72,25.545454545454547,8.409090909090908,27.59252669039146,0,0,1,1,0,15.84,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1
18,107,648,13021,376,0,0,0,34,0,7.8,42,795,1,0.268,0.49,0.27,2,87,36.0,5.944444444444445,20.094135802469136,0,0,1,1,0,15.66,0,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,1
8,152,342,10648,312,0,0,0,23,0,2.9,16,914,1,0.218,0.19,0.73,1,73,42.75,19.0,31.13450292397661,0,0,0,1,1,5.84,2,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
11,226,403,9841,493,0,0,0,56,1,9.8,32,333,1,0.263,0.41,0.51,1,59,36.63636363636363,20.545454545454547,24.419354838709676,0,0,1,0,1,6.49,1,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
28,36,1104,25316,435,0,0,0,14,0,6.2,2,608,0,0.01,0.6,0.1,3,51,39.42857142857143,1.2857142857142858,22.931159420289855,0,1,0,0,0,14.28,2,0,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,0
7,204,268,8513,365,0,0,0,17,0,4.7,18,885,1,0.185,0.31,0.38,2,54,38.285714285714285,29.142857142857142,31.76492537313433,0,0,0,0,0,3.78,2,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
26,119,893,19809,521,0,0,0,17,0,4.0,0,1522,1,0.175,0.18,0.81,0,46,34.34615384615385,4.576923076923077,22.18253079507279,0,1,0,0,1,11.96,1,0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,0
20,230,732,18659,565,0,0,0,44,0,5.9,29,858,1,0.233,0.63,0.32,0,22,36.6,11.5,25.490437158469945,0,0,1,0,0,4.4,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
25,57,893,23195,408,0,0,0,39,0,5.7,14,1856,1,0.138,0.78,0.0,1,69,35.72,2.28,25.97424412094065,0,0,1,0,0,17.25,0,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,1
16,102,470,12973,386,0,0,0,47,0,7.1,17,818,1,0.187,0.91,0.0,1,89,29.375,6.375,27.602127659574467,0,0,1,1,0,14.24,1,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,0
21,73,789,22733,380,0,0,0,48,0,5.0,23,896,1,0.282,0.25,0.44,1,61,37.57142857142857,3.4761904761904763,28.812420785804814,0,0,1,0,0,12.81,2,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
30,90,1025,26949,569,0,0,0,23,0,2.4,3,1290,1,0.144,0.2,0.78,0,66,34.166666666666664,3.0,26.291707317073172,0,1,0,0,1,19.8,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0
13,72,312,9231,276,0,0,0,32,0,2.1,8,1938,1,0.072,0.49,0.32,1,62,24.0,5.538461538461538,29.58653846153846,0,0,1,0,0,8.06,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0
9,154,257,4739,319,0,0,0,58,0,8.2,26,955,1,0.096,0.39,0.31,1,21,28.555555555555557,17.11111111111111,18.439688715953306,0,0,1,0,0,1.89,2,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0
6,53,158,4271,180,0,0,0,18,0,5.8,28,825,1,0.114,0.88,0.09,1,51,26.333333333333332,8.833333333333334,27.031645569620252,0,0,0,0,0,3.06,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0
27,50,1198,33332,476,0,0,0,57,0,7.6,22,449,1,0.205,0.55,0.23,0,65,44.370370370370374,1.8518518518518519,27.823038397328883,0,1,1,0,0,17.55,2,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1
31,53,947,23948,486,0,0,0,19,0,2.4,9,1171,1,0.154,0.14,0.66,0,59,30.548387096774192,1.7096774193548387,25.2882787750792,0,1,0,0,1,18.29,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
4,206,153,3015,364,0,0,0,30,0,5.9,7,478,1,0.215,0.63,0.3,1,71,38.25,51.5,19.705882352941178,0,0,0,1,0,2.84,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
26,132,548,14996,500,0,0,0,40,0,5.4,43,252,0,0.147,0.51,0.24,0,55,21.076923076923077,5.076923076923077,27.364963503649633,0,0,1,0,0,14.3,1,2,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0
26,59,1044,25526,464,0,0,0,31,0,3.9,14,2617,1,0.268,0.89,0.0,0,55,40.15384615384615,2.269230769230769,24.450191570881227,0,1,1,0,0,14.3,2,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
23,95,549,15304,433,0,0,0,32,0,2.7,34,889,1,0.1,0.41,0.3,0,62,23.869565217391305,4.130434782608695,27.876138433515482,0,0,1,0,0,14.26,0,2,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0
16,132,602,14742,404,0,0,0,26,0,4.7,19,1462,1,0.06,0.33,0.61,0,60,37.625,8.25,24.488372093023255,0,0,0,0,1,9.6,0,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0
26,110,934,22626,513,0,0,0,67,1,4.9,47,926,1,0.263,0.11,0.86,0,44,35.92307692307692,4.230769230769231,24.224839400428266,0,1,1,0,1,11.44,0,2,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,1
31,129,991,34164,626,0,0,0,34,0,5.2,4,1250,1,0.149,0.48,0.0,2,57,31.967741935483872,4.161290322580645,34.474268415741676,0,1,1,0,0,17.67,2,0,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,0
28,121,993,28172,548,0,0,0,13,0,1.6,27,1310,1,0.144,0.52,0.25,1,45,35.464285714285715,4.321428571428571,28.370594159113796,0,1,0,0,0,12.6,0,1,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,0
10,103,276,8189,292,0,0,0,28,0,2.3,15,1332,1,0.112,0.55,0.34,2,62,27.6,10.3,29.670289855072465,0,0,0,0,0,6.2,2,1,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
33,95,1172,33748,552,0,0,0,20,0,5.6,8,783,0,0.277,0.3,0.42,0,85,35.515151515151516,2.878787878787879,28.795221843003414,0,1,0,1,0,28.05,0,0,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,0
32,74,1037,25112,538,0,0,0,40,0,6.8,52,570,1,0.067,0.7,0.2,1,39,32.40625,2.3125,24.216007714561233,0,1,1,0,0,12.48,0,2,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1
12,205,500,14531,455,0,0,0,30,0,1.0,7,535,0,0.248,0.64,0.13,0,69,41.666666666666664,17.083333333333332,29.062,0,0,0,0,0,8.28,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
23,132,766,24243,532,0,0,0,14,0,5.6,5,271,1,0.128,0.19,0.73,1,68,33.30434782608695,5.739130434782608,31.648825065274153,0,0,0,0,1,15.64,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
26,40,665,18433,422,0,0,0,12,0,2.9,24,555,1,0.167,0.24,0.63,3,77,25.576923076923077,1.5384615384615385,27.718796992481202,0,0,0,1,1,20.02,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
11,193,471,13785,401,0,0,0,6,0,1.7,10,818,1,0.118,0.14,0.57,2,54,42.81818181818182,17.545454545454547,29.26751592356688,0,0,0,0,1,5.94,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
30,102,632,16264,558,0,0,0,10,0,2.1,23,369,1,0.354,0.51,0.32,1,94,21.066666666666666,3.4,25.734177215189874,0,0,0,1,0,28.2,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
29,71,1044,31122,523,0,0,0,14,0,2.0,13,291,0,0.353,0.48,0.37,1,58,36.0,2.4482758620689653,29.810344827586206,0,1,0,0,0,16.82,1,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
26,75,671,17113,498,0,0,0,24,0,4.4,1,359,0,0.316,0.83,0.0,0,74,25.807692307692307,2.8846153846153846,25.503725782414307,0,0,0,1,0,19.24,1,0,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,0
11,123,287,7339,303,0,0,1,11,0,3.1,10,1183,1,0.057,0.21,0.54,1,65,26.09090909090909,11.181818181818182,25.571428571428573,0,0,0,0,1,7.15,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
22,122,828,24517,448,0,0,0,35,0,4.5,21,552,1,0.28,0.39,0.22,1,33,37.63636363636363,5.545454545454546,29.60990338164251,0,0,1,0,0,7.26,2,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
22,40,767,19897,352,0,0,0,29,0,3.9,32,2628,1,0.17,0.94,0.0,1,47,34.86363636363637,1.8181818181818181,25.941329856584094,0,0,0,0,0,10.34,0,2,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
20,112,726,15148,420,0,0,0,29,0,4.7,19,1040,1,0.112,0.7,0.28,0,56,36.3,5.6,20.865013774104682,0,0,0,0,0,11.2,0,1,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0
27,20,593,17989,452,0,0,0,43,0,3.9,21,434,1,0.189,0.93,0.0,0,85,21.962962962962962,0.7407407407407407,30.33558178752108,0,0,1,1,0,22.95,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
14,136,499,12172,373,0,0,0,25,0,2.2,20,1134,1,0.132,0.35,0.39,1,64,35.642857142857146,9.714285714285714,24.392785571142284,0,0,0,0,0,8.96,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
25,42,1102,24842,405,0,0,0,20,0,7.1,17,1042,1,0.437,0.2,0.74,0,49,44.08,1.68,22.542649727767696,0,0,0,0,1,12.25,1,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
11,219,372,8780,474,0,0,1,26,0,8.9,9,95,0,0.09,0.2,0.79,1,62,33.81818181818182,19.90909090909091,23.602150537634408,0,0,0,0,1,6.82,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
19,106,557,17535,454,0,0,1,43,1,7.5,29,923,1,0.277,0.31,0.48,2,31,29.31578947368421,5.578947368421052,31.481149012567325,0,0,1,0,0,5.89,0,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
22,120,662,22175,506,0,0,0,20,0,4.0,13,1456,1,0.198,0.86,0.06,0,74,30.09090909090909,5.454545454545454,33.496978851963746,0,0,0,1,0,16.28,1,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,0
24,59,930,23296,401,0,0,0,21,0,6.6,26,566,1,0.162,0.27,0.65,2,54,38.75,2.4583333333333335,25.0494623655914,0,0,0,0,1,12.96,2,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
25,25,641,14128,399,0,0,0,34,0,4.8,26,704,1,0.16,0.23,0.7,0,62,25.64,1.0,22.0405616224649,0,0,1,0,1,15.5,2,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1
27,55,798,23003,476,0,0,0,25,0,6.6,18,594,0,0.29,0.37,0.47,1,48,29.555555555555557,2.037037037037037,28.825814536340854,0,0,0,0,0,12.96,0,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1
21,64,684,18139,423,0,0,0,20,0,2.7,22,844,0,0.172,0.71,0.0,2,78,32.57142857142857,3.0476190476190474,26.519005847953217,0,0,0,1,0,16.38,1,1,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,0
16,289,483,13358,657,0,0,0,7,0,2.4,19,1031,1,0.108,0.54,0.34,4,55,30.1875,18.0625,27.65631469979296,0,0,0,0,0,8.8,0,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
17,20,537,12449,287,1,0,0,78,1,7.2,18,2356,1,0.168,0.28,0.49,2,57,31.58823529411765,1.1764705882352942,23.182495344506517,0,0,1,0,0,9.69,2,1,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,0
19,66,695,16729,321,1,0,0,88,0,7.1,28,464,0,0.252,0.1,0.73,1,77,36.578947368421055,3.473684210526316,24.0705035971223,0,0,1,1,1,14.63,1,1,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,1
10,215,259,7063,434,1,0,0,42,1,5.6,4,2007,1,0.102,0.26,0.29,0,84,25.9,21.5,27.27027027027027,0,0,1,1,0,8.4,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
25,47,747,18095,467,1,0,0,19,0,1.7,14,829,1,0.234,0.15,0.49,0,93,29.88,1.88,24.2235609103079,0,0,0,1,0,23.25,1,1,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,1
26,32,1164,24338,399,1,0,0,18,0,7.8,15,568,1,0.171,0.63,0.0,1,85,44.76923076923077,1.2307692307692308,20.90893470790378,0,1,0,1,0,22.1,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
19,104,405,12841,454,1,0,0,31,0,5.1,32,1942,1,0.274,0.63,0.12,0,51,21.31578947368421,5.473684210526316,31.706172839506173,0,0,1,0,0,9.69,0,2,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,0
25,66,634,16506,457,1,0,0,29,0,7.2,10,484,0,0.261,0.23,0.72,1,69,25.36,2.64,26.034700315457414,0,0,0,0,1,17.25,2,0,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,1
25,143,959,21935,577,1,0,0,34,0,4.5,13,159,0,0.201,0.2,0.75,0,55,38.36,5.72,22.872784150156413,0,0,1,0,1,13.75,0,1,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,0
23,118,900,21352,485,1,0,0,46,0,4.1,16,412,0,0.346,0.35,0.27,2,49,39.130434782608695,5.130434782608695,23.724444444444444,0,0,1,0,0,11.27,1,1,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,0
16,107,609,12812,415,1,0,0,45,0,5.8,7,454,0,0.343,0.6,0.25,0,57,38.0625,6.6875,21.03776683087028,0,0,1,0,0,9.12,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,1
16,209,335,8086,517,1,0,0,31,0,4.1,11,210,1,0.232,0.61,0.39,2,63,20.9375,13.0625,24.13731343283582,0,0,1,0,0,10.08,1,1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0
26,77,909,22836,483,1,0,0,26,0,7.7,42,1300,1,0.14,0.39,0.57,1,96,34.96153846153846,2.9615384615384617,25.122112211221122,0,1,0,1,1,24.96,0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0
27,71,921,20150,527,1,0,0,18,0,3.0,5,910,1,0.263,0.37,0.43,0,88,34.111111111111114,2.6296296296296298,21.878393051031487,0,1,0,1,0,23.76,0,0,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,0
27,71,1273,27996,479,1,0,0,25,0,5.8,0,944,0,0.082,0.28,0.66,1,94,47.148148148148145,2.6296296296296298,21.992144540455616,0,1,0,1,1,25.38,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
21,68,825,18664,386,1,0,0,26,0,7.3,9,390,1,0.294,0.16,0.76,0,50,39.285714285714285,3.238095238095238,22.6230303030303,0,0,0,0,1,10.5,1,0,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0
31,89,956,28120,582,1,0,0,24,0,7.6,24,506,1,0.195,0.4,0.4,3,63,30.838709677419356,2.870967741935484,29.414225941422593,0,1,0,0,0,19.53,0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,1
30,76,1235,28064,553,1,0,1,30,0,6.6,0,845,1,0.32,0.81,0.0,4,71,41.166666666666664,2.533333333333333,22.723886639676113,0,1,0,1,0,21.3,2,0,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,1
8,189,262,7932,378,1,0,0,25,0,6.7,15,931,1,0.287,0.48,0.19,1,83,32.75,23.625,30.27480916030534,0,0,0,1,0,6.64,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1
16,95,668,14660,360,1,0,0,22,0,3.7,4,2658,1,0.256,0.67,0.15,3,80,41.75,5.9375,21.94610778443114,0,0,0,1,0,12.8,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
28,84,1241,25984,536,1,0,0,40,0,8.4,24,365,1,0.244,0.63,0.32,0,66,44.32142857142857,3.0,20.937953263497178,0,1,1,0,0,18.48,0,1,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0
15,96,377,9239,342,1,0,0,26,0,4.3,0,2130,1,0.216,0.4,0.4,0,83,25.133333333333333,6.4,24.50663129973475,0,0,0,1,0,12.45,2,0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,0
11,179,439,10341,445,1,0,0,36,0,5.3,17,690,1,0.258,0.71,0.14,4,38,39.90909090909091,16.272727272727273,23.555808656036447,0,0,1,0,0,4.18,0,1,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,0
10,141,425,10665,341,1,0,0,25,0,4.9,0,486,1,0.311,0.53,0.34,1,55,42.5,14.1,25.094117647058823,0,0,0,0,0,5.5,0,0,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,0
31,20,1079,33193,474,1,0,0,34,1,1.9,12,411,1,0.226,0.42,0.38,0,96,34.806451612903224,0.6451612903225806,30.76274328081557,0,1,1,1,0,29.76,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
23,118,955,24642,463,1,0,0,47,0,5.2,34,513,1,0.23,0.39,0.52,0,62,41.52173913043478,5.130434782608695,25.803141361256543,0,0,1,0,1,14.26,1,2,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,1
13,126,516,15134,313,1,0,0,48,0,3.6,22,1918,1,0.27,0.45,0.12,1,54,39.69230769230769,9.692307692307692,29.329457364341085,0,0,1,0,0,7.02,0,1,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,0
22,24,779,19393,346,1,0,0,50,1,8.8,29,756,1,0.182,0.87,0.1,0,50,35.40909090909091,1.0909090909090908,24.894736842105264,0,0,1,0,0,11.0,1,1,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,0
26,125,908,24285,530,1,0,0,21,0,2.8,38,339,1,0.283,0.79,0.0,0,85,34.92307692307692,4.8076923076923075,26.745594713656388,0,1,0,1,0,22.1,1,2,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0
25,89,887,27683,460,1,0,0,47,0,4.8,22,2203,1,0.255,0.11,0.64,2,75,35.48,3.56,31.209695603156707,0,0,1,1,1,18.75,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
26,20,1065,26942,390,1,0,0,23,0,7.3,32,225,1,0.084,0.45,0.51,0,72,40.96153846153846,0.7692307692307693,25.297652582159625,0,1,0,1,1,18.72,0,2,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,0
28,73,794,19353,523,1,0,0,32,0,4.4,17,350,1,0.241,0.67,0.25,0,62,28.357142857142858,2.607142857142857,24.37405541561713,0,0,1,0,0,17.36,1,1,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,0
28,73,1236,37176,468,1,0,0,34,0,4.8,6,1130,1,0.078,0.33,0.62,1,73,44.142857142857146,2.607142857142857,30.07766990291262,0,1,1,1,1,20.44,2,0,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0
24,116,800,18760,522,1,0,0,31,0,4.5,30,642,1,0.21,0.58,0.25,0,44,33.333333333333336,4.833333333333333,23.45,0,0,1,0,0,10.56,2,1,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,1
16,160,656,15702,471,1,0,0,40,0,3.9,19,1087,1,0.278,0.34,0.3,0,79,41.0,10.0,23.9359756097561,0,0,1,1,0,12.64,0,1,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,0
25,139,688,15802,571,1,0,1,58,0,6.8,41,418,0,0.17,0.84,0.05,2,50,27.52,5.56,22.968023255813954,0,0,1,0,0,12.5,1,2,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,1
31,103,1145,25649,570,1,0,0,19,0,4.9,12,141,0,0.191,0.72,0.08,1,46,36.935483870967744,3.3225806451612905,22.400873362445417,0,1,0,0,0,14.26,2,1,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0
4,149,98,2301,299,1,0,0,30,0,6.0,9,135,0,0.222,0.68,0.17,0,62,24.5,37.25,23.479591836734695,0,0,0,0,0,2.48,2,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
24,136,891,24480,499,1,0,0,37,0,3.8,25,339,1,0.078,0.3,0.57,1,72,37.125,5.666666666666667,27.474747474747474,0,0,1,1,1,17.28,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,1
23,57,1034,29725,436,1,0,0,33,0,7.3,25,194,1,0.367,0.67,0.18,2,54,44.95652173913044,2.4782608695652173,28.747582205029012,0,0,1,0,0,12.42,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0
21,137,616,15067,498,1,0,0,55,0,9.9,23,1122,1,0.191,0.63,0.06,0,84,29.333333333333332,6.523809523809524,24.459415584415584,0,0,1,1,0,17.64,0,1,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,1
30,65,1339,25468,516,1,0,0,45,0,7.8,28,2159,1,0.173,0.52,0.43,0,93,44.63333333333333,2.1666666666666665,19.0201643017177,0,1,1,1,0,27.9,0,1,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,1
26,91,858,29184,518,1,0,0,30,0,7.0,35,194,0,0.116,0.14,0.71,0,85,33.0,3.5,34.01398601398601,0,1,0,1,1,22.1,2,2,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,1
20,32,760,18107,324,1,0,0,28,0,4.6,25,404,1,0.123,0.72,0.21,0,84,38.0,1.6,23.825,0,0,0,1,0,16.8,1,1,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,0
20,114,871,20813,432,1,0,0,19,0,3.2,17,398,1,0.088,0.97,0.0,1,74,43.55,5.7,23.895522388059703,0,0,0,1,0,14.8,1,1,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,0
21,112,466,13405,471,1,0,0,39,0,4.3,26,729,1,0.25,0.76,0.0,0,54,22.19047619047619,5.333333333333333,28.766094420600858,0,0,1,0,0,11.34,1,1,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,0
23,33,1063,24257,392,1,0,0,38,0,4.9,19,584,1,0.111,0.58,0.3,2,68,46.21739130434783,1.434782608695652,22.819379115710255,0,0,1,0,0,15.64,2,1,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,0
28,39,1233,30959,456,1,0,0,27,0,2.4,0,524,1,0.184,0.87,0.03,0,79,44.035714285714285,1.3928571428571428,25.10867802108678,0,1,0,1,0,22.12,0,0,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,0
23,48,705,17596,392,0,0,0,8,0,4.2,6,1170,1,0.27,0.57,0.42,1,61,30.652173913043477,2.0869565217391304,24.95886524822695,0,0,0,0,0,14.03,0,0,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,0
16,99,492,16368,357,0,0,0,53,0,7.8,38,961,1,0.182,0.15,0.48,0,46,30.75,6.1875,33.26829268292683,0,0,1,0,0,7.36,0,2,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,1
4,211,79,2246,344,0,0,0,27,0,4.9,30,106,1,0.149,0.59,0.37,2,51,19.75,52.75,28.430379746835442,0,0,0,0,0,2.04,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
